name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Rahul Roy,Rahul Roy,9 February 1968 (Friday), 52 Years,178 cm,,Black,Black,Aquarius,New Delhi,Indian,B. Com ,,,Swimming_Playing Cricket_and Reading Books,Divorced,,,images/Rahul_Roy.jpg
R. Madhavan,Madhavan Balaji Ranganathan,1 June 1970 (Monday),,179 cm,75 kg,Light Brown,Black,Gemini,Tamil Nadu_India,Indian,"• B.Sc. in Electronics,
• Post-Graduation in Public Speaking",Hinduism,Vegetarian,Playing Golf_Biking,Married,,,images/R._Madhavan.jpg
Raaj Kumar,Raaj Kumar,8 October 1926 (Friday),,178 cm,,Dark Brown,Salt & Pepper,Libra,Mumbai,Indian,,Hinduism,Non-Vegetarian ,Trekking_Playing Golf_Horse Riding_Listening to Classical Music and Ghazals ,Married,,,images/Raaj_Kumar.jpg
Priya Ramani,Priya Ramani,Not Known,,168 cm,65 kg,Black,Black,,Mumbai_Maharashtra,Indian,,Not Known,,Writing_Travelling,Married,,,images/Priya_Ramani.jpg
Pranitha Subhash,Pranitha Subhash,17 October 1992,, 165 cm, 54 kg,Dark Brown,Black,Libra,Bangalore_Karnataka_India,Indian,,Hindu,,Listening to music_watching movies,Unmarried,,,images/Pranitha_Subhash.jpg
Preeti Jhangiani,Preeti Jhangiani,18 August 1980,,163 cm,55 kg,Brown,Black,Leo,Mumbai_India,Indian,Graduate,Hinduism,,Reading_Travelling,Married,,,images/Preeti_Jhangiani.jpg
Preity Zinta,Preity G Zinta,31 January 1975 ,,162 cm,52 Kg,Light Brown,Brown,Aquarius,Rohru_Shimla (Himachal Pradesh)_India,Indian,"Graduate (English honours),
Postgraduate (Criminal Psychology)",Hinduism,,Dancing_working out at gym_Reading_Writing,Married,Per Movie: 2-3 Crores (INR),$30 million,images/Preity_Zinta.jpg
Priya Anand,Priya Anand,17 September 1986,,163 cm,54 kg,Dark Brown,Black,Virgo,Chennai_Tamil Nadu_India,Indian,"Major in Communications (minor in business, journalism and African studies)",Hindu,,Dancing,Unmarried,,,images/Priya_Anand.jpg
Poonam Pandey,Poonam Pandey,11 March 1991,,168 cm,52 Kg,Brown,Black,Pisces,Delhi_India,Indian,Not Known,Hindu,,Yoga and meditation,Unmarried,Not Known,Not Known,images/Poonam_Pandey.jpg
Priti Sapru,Priti Sapru,24 December 1962,,163 cm,80 kg,Hazel,Brown,Capricorn,Mumbai_Maharashtra_India,Indian,,Sikhism,,,Married,,,images/Priti_Sapru.jpg
Prayaga Martin,Prayaga Martin,18 May 1995,,168 cm,58 Kg,Dark Brown,Black,Taurus,Kochi_Kerala,Indian,"Pursuing her degree in English Literature and Communication Studies at St. Teresa's College, Ernakulam, Kerala, India",Christianity ,,Cooking_Dancing_Listening to music,Unmarried,,,images/Prayaga_Martin.jpg
Prema Mehta,Prema Mehta,12 October,,173 cm,55 kg,Black,Black,Libra,Mumbai_India,Indian,,Hinduism,,Seraching new work_Shopping_Gymming,Unmarried,,,images/Prema_Mehta.jpg
Poonam Dhillon,Poonam Dhillon,18 April 1962 ,,167 cm,60 kg,Brown,Black,Aries,Chandigarh_India,Indian,"B. A. (Political Science & Economics), MBA, PhD",Sikhism,,Reading Books,Married,,,images/Poonam_Dhillon.jpg
Poonam Kaur,Poonam Kaur Lal,21 October 1986,,168 cm,55 kg,Brown,Dark Brown,Libra,Hyderabad_Telangana_India,Indian ,Graduate in Fashion Designing ,Sikhism,,Reading Books_Travelling_Dancing_Watching Movies ,Unmarried,₹40 Lakh/Movie,,images/Poonam_Kaur.jpg
Prachi Desai,Prachi Desai,12 September 1988 ,,163 cm,53 kg,Dark Brown,Black,Virgo,Panchgani_Maharashtra_India,Indian,College dropout (B.A. in Psychology course),Hindu,,Reading_yoga_dancing and sketching,Unmarried,"1 crore/film (INR),
",Not Known,images/Prachi_Desai.jpg
Puneet Issar,Puneet Issar,6 November 1959 (Friday),,191 cm,,Brown,Bald,Scorpio,Amritsar_Punjab_India,Indian,Graduate,Hinduism,,Reading_Travelling,Married,,,images/Puneet_Issar.jpg
Prem Kumar,Prem Kumar Dhumal,10 April 1944,,173 cm,65 kg,Brown,Semi Bald (Salt & Pepper),Aries,Hamirpur,Indian,Masters in Arts,Hinduism,,,Married,,INR 2 Crore (as in 2012),images/Prem_Kumar.jpg
Prithviraj Sukumaran,Prithviraj Sukumaran,16 October 1982,,181 cm,77 kg,,,Libra,Thiruvananthapuram_Kerala_India,Indian,,Hindu,,Traveling_photography_reading,Married,,,images/Prithviraj_Sukumaran.jpg
Prateik Babbar,Prateik Babbar,28 November 1986 ,,178 cm,75 kg,Black,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,Bachelor of Arts ,Hinduism,,Travelling_Hanging Out With Friends,Married,,,images/Prateik_Babbar.jpg
Prem Chopra,Prem Chopra,23 September 1935,, 180 cm, 85 kg ,Dark Brown,N/A (Bald),Virgo,Shimla_Himachal Pradesh_India,Indian,,Hinduism,,Not Known,Married,,,images/Prem_Chopra.jpg
Prasanna (Actor),Prasanna (Actor),28 August 1982,, 180 cm, 78 kg ,Brown,Black,Virgo,Tiruchirappalli_Tamil Nadu_India,Indian,,Hinduism,,,Married,,,images/Prasanna_(Actor).jpg
Pooja Hegde,Pooja Hegde,13 October 1990,,175 cm,53 Kg,Brown,Black,Libra,Udupi_Karnataka_India,Indian,Master of Commerce,Hinduism,,Dancing_Travelling_Singing_Reading,Unmarried,,,images/Pooja_Hegde.jpg
Pooja Bhatt,Pooja Bhatt,24 February 1972,,159 cm,68 kg,Black,Black,Pisces,Mumbai,Indian,Not Known,Hindu,,,Divorced,,Not Known,images/Pooja_Bhatt.jpg
Pia Bajpai,Pia Bajpai,27 September 1990,,160 cm,52 Kg,Black,Black,Libra,Etawah_Uttar Pradesh_India,Indian,High School,Hindu,,Working out_Reading,Unmarried,Not Known,Not Known,images/Pia_Bajpai.jpg
Payal Rohatgi,Payal Rohatgi,9 November 1985,,-165 cm,-55 kg,Brown,Black,Scorpio,Ahmedabad_Gujarat_India,Indian,,Hinduism,,Dancing_doing yoga,Engaged,,,images/Payal_Rohatgi.jpg
Pooja Batra,Pooja Batra,27 October 1976,,175 cm,62 kg,Brown,Brown (Dyed),Scorpio,Ludhiana_Punjab,Indian,"• Degree in Economics,
• MBA in Marketing",Hinduism,Non-Vegetarian,Horse-Riding_Swimming_Travelling,Married,,,images/Pooja_Batra.jpg
pooja bedi,pooja bedi,,,,,,,,,,,,,,,,,images/pooja_bedi.jpg
"Patralekha Height,","Patralekha Height,",20 February 1990 ,,165 cm,51 Kg,Black,Black,Pisces,Shillong_Meghalaya_India,Indian,Diploma in acting,Hindu,,Dancing,Unmarried,Not Known,Not Known,"images/Patralekha_Height,.jpg"
Parvathy Omanakuttan,Parvathy Omanakuttan,13 March 1987 ,,174 cm,57 Kg,Black,Black,Pisces,Delhi_India,Indian,Graduate in English Literature,Hindu,,Dancing_travelling_singing and playing basketball,Unmarried,Not Known,Not Known,images/Parvathy_Omanakuttan.jpg
Parveen Babi,Parveen Babi,4 April 1949,,170 cm,55 kg,Black,Black,Aries,Junagadh_Gujarat_India, Indian,Bachelor of Arts (English literature),"Islam (born),
Christianity ",,Painting_Writing_Reading & Playing Piano,Unmarried,,₹ 2-3 crore,images/Parveen_Babi.jpg
Parul Gulati,Parul Gulati,6 August,,165 cm,55 Kg,Black,Black,Leo ,Rohtak_Haryana (She currently lives in Mumbai_Maharashtra),Indian,High School,Hindu,,Watching movies,Unmaried,Not Known,Not Known,images/Parul_Gulati.jpg
Parul Yadav,Parul Yadav,5 June 1989,,165 cm,55 kg,Dark Brown,Black,Gemini,Mumbai_Maharashtra_India,Indian,Not Known,Hinduism,,Dancing_reading,Unmarried,50 lakhs/film (INR),Not Known,images/Parul_Yadav.jpg
Pradeep Pandey,Pradeep Pandey,9 December 1992,, 175 cm, 70 kg,Brown,Black, Sagittarius,Kandivali_Mumbai_India,Indian,Graduate,Hinduism,,Dancing,Unmarried,,,images/Pradeep_Pandey.jpg
Parul Chauhan,Parul Chauhan,19 March 1988,,160 cm,-55 kg,Brown,Black,Pisces,Lakhimpur Kheri_Uttar Pradesh_India,Indian,Graduate,Hinduism,,Dancing_cooking_singing_travelling,Married,,,images/Parul_Chauhan.jpg
Piyush Mishra,Piyush Mishra,13 January 1963,,163 cm,60 kg,Dark Brown,White,Capricorn,Gwalior_Madhya Pradesh,Indian,Graduate in Acting,Hinduism,,,Married,,,images/Piyush_Mishra.jpg
Prabhu Deva,Prabhu Deva,3 April 1973 (Tuesday),,182 cm,,Black,Black,Aries,Mysore_Karnataka,Indian,School Dropout,Hinduism ,Vegetarian ,,Divorced,,,images/Prabhu_Deva.jpg
Pradeep Kumar,Pradeep Kumar,Year 1987,,178 cm,82 kg,Dark Brown,Black,Not Known,Vijayawada_Andhra Pradesh_India,Indian,B.Sc Computers,Hinduism,,Dancing_photography_story writing,Married,,,images/Pradeep_Kumar.jpg
Pasupathy (Actor),Pasupathy Ramasaamy Solai,18 May 1969,,-175 cm,-70 kg,Dark Brown,Black,Taurus,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Reading_travelling,Married,,,images/Pasupathy_(Actor).jpg
Pawan Kalyan,Pawan Kalyan,2 September 1971,,178 cm,70 kg,Black,Black,Virgo,Hyderabad_Telangana_India,Indian ,Not Known,Hindu,,Reading and gardening,Married,18 Crore/film (INR),$ 15 million,images/Pawan_Kalyan.jpg
Parvin Dabas,Parvin Dabas,12 July 1974,,178 cm,75 kg,Dark Brown,Black,Cancer,Delhi_India,Indian,Graduate,Hinduism,,Photography,Married,,,images/Parvin_Dabas.jpg
Parikshit Sahni,Parikshit Sahni,1 January 1944,,170 cm,75 kg,Dark brown,Salt & pepper,Capricorn,Shantiniketan_West Bengal, Indian,Graduate,Hindu,,Painting_listening to music_writing_reading,Married,,,images/Parikshit_Sahni.jpg
Parmeet Sethi,Parmeet Sethi,14 October 1961,,178 cm,80 kg,Dark Brown,Black,Libra,New Delhi_India,Indian,Bachelor of Commerce,Sikhism,,Reading_Driving,Married,,,images/Parmeet_Sethi.jpg
Paresh Rawal,Paresh Rawal,30 May 1950,,173 cm,78 kg,Dark Brown,Salt & Pepper,Gemini,Gandhinagar_Gujarat_India ,Indian ,Commerce Graduate from Bombay University in March 1974,Hinduism,,Reading_Traveling_Listening to Music_Doing Yoga,Married,Not Known,79.40 Crore INR (as in 2014),images/Paresh_Rawal.jpg
Paoli Dam,Paoli Dam,4 October 1980,,161 cm,51 Kg,Black,Black,Libra,Kolkata_West Bengal_India,Indian,Post Graduate in Chemistry,Hindu,,Reading,Unmarried ,Not Known,Not Known,images/Paoli_Dam.jpg
Pallavi Sharda,Pallavi Sharda,5 March 1988,,163 cm,52 Kg,Brown,Black,Pisces,Delhi_India,Indian,"Graduate in honours in Law, Media and Communications and French",Hindu,,Yoga and dancing,Unmarried,Not Known,Not Known,images/Pallavi_Sharda.jpg
Panchi Bora,Panchi Bora,27 December 1985,,165 cm,55 kg,Brown,Black,Capricorn,Assam,Indian,B.A. L.L.B.,Hinduism,,Travelling_Sketching & Drawing,Married,,,images/Panchi_Bora.jpg
Pallavi Joshi,Pallavi Joshi,4 April 1969,,160 cm,65 kg,Dark Brown,Black,Aries,Mumbai_Maharashtra India,Indian ,Graduation in Digital Media,Hinduism,,Reading_YouTubing_Travelling,Married,,,images/Pallavi_Joshi.jpg
Pallavi Kulkarni,Pallavi Kulkarni,15 June 1982,,163 cm,50 kg,Black,Black,Gemini,Mumbai_Maharashtra,Indian,Degree in Hotel Management,Hindusim,,Listening to music_Travelling_Singing,Married,,,images/Pallavi_Kulkarni.jpg
Padmini Kolhapure,Padmini Kolhapure,1 November 1965,,163 cm,60 kg,Dark Brown,Black,Scorpio,Mumbai_Maharashtra_India,Indian,Not Known,Hinduism,Non-Vegetarian,Watching Movies_Cooking,Married,,,images/Padmini_Kolhapure.jpg
Padma Khanna,Padma Khanna,10 March 1949 (Thursday),71 Years,,,,,Pisces,Varanasi_Uttar Pradesh_India,Indian,,,,Dancing_Listening to Music,Widow,,,images/Padma_Khanna.jpg
Padma Lakshmi,Padma Lakshmi,1 September 1970 ,,175 cm,55 kg,Brown,Black,Virgo,Chennai_Tamil Nadu_India,American,BA (Hons) in Theatre Arts,Hinduism ,Non-Vegetarian,Cooking_Reading_Travelling_Roller Skating_Playing Charades,Divorced,,$ 30 Million,images/Padma_Lakshmi.jpg
Nimrat Kaur,Nimrat Kaur,"13 March 1982 ,
",,170 cm,53 Kg,Brown,Black,Pisces,Delhi_India,Indian,Bachelor of Commerce,Sikh,,Reading and ashtanga yoga,Unmarried ,Not Known,Not Known,images/Nimrat_Kaur.jpg
"Nutan Age,","Nutan Age,",4 June 1936,,168 cm,,Black,Black,Gemini,Bombay_India,Indian,,Hinduism,,Hunting ,Married,,,"images/Nutan_Age,.jpg"
Nithya Menen,Nithya Menen,8 April 1988,, 160 cm, 54 kg,,,Aries,Bangalore_Karnataka_India,Indian,,Hindu,,Singing,Unmarried,,,images/Nithya_Menen.jpg
Padmapriya (Actress),Padmapriya (Actress),28 February 1980,,164 cm,61 kg,Brown,Black,Pisces,Secunderabad_Andhra Pradesh (Now in Telangana),Indian,"MBA in Finance,
MS in Public Administration,
PG Diploma in Environmental Law",Hinduism,,Swimming_Travelling_Dancing_Bikram Yoga,Married,,,images/Padmapriya_(Actress).jpg
Nora Fatehi,Nora Fatehi,6 February 1992,28 Years,168 cm,,Brown,Black,Aquarius,Toronto_Ontario_Canada,Canadian,College Dropout,Islam,Non-Vegetarian,Travelling_Reading,Unmarried,,,images/Nora_Fatehi.jpg
Om Shivpuri,Om Shivpuri,,,,,,,,,,,,,,,,,images/Om_Shivpuri.jpg
Pankaj Tripathi,Pankaj Tripathi,5 September 1976,,178 cm,70 kg,Dark Brown,Black,,Gopalganj_Bihar, Indian,Graduation in Drama from National School of Drama (NSD) in 2004,Hinduism,,Cooking_Reading_Travelling_Listening to Music,Married,,,images/Pankaj_Tripathi.jpg
Omi Vaidya,Omi Vaidya,10 January 1982,,168 cm,68 kg,Black,Black,Capricorn,Los Angeles_United States,American,Graduation,Hinduism,,Not Known,Married,,,images/Omi_Vaidya.jpg
Om Puri,Om Puri,18 October 1950,,170 cm,82 kg,Dark Brown,White,Libra,Mumbai_Maharashtra_India,Indian ,Graduate in Acting,Hinduism,,Travelling,Separated,15-25 lakh/film (INR),$20 million,
Om Prakash,Om Prakash,1 January 1935,,,,Hazel Brown,Salt & Pepper ,Capricorn,Chautala_Sirsa_Haryana_India,Indian,10th Pass ,Hinduism ,,Reading_Listening to Music,Married,,₹15.5 Crore (as of 2009),images/Om_Prakash.jpg
Nishi Singh,Nishi Singh,6 October 1996,,168 cm,-50 kg,Black,Black,Libra,District Umaria_Katni_Madhya Pradesh_India,Indian,Pursuing Graduation,Hinduism,,Travelling_Shopping_Dancing,Unmarried,,,
N. T.,Nandamuri Taraka Rama Rao Jr.,20 May 1983,, 175 cm, 78 kg ,Black,Black,Taurus,Hyderabad_Telangana_India,Indian,,Hinduism,,Cooking_Dancing_Singing_Reading,Married,13-15 crore/film (INR),$2 million,images/N._T..jpg
Omkar Kapoor,Omkar Kapoor,Not Known,,173 cm,74 kg,Black,Black,Not Known,Mumbai_Maharashtra_India,Indian ,Bachelor of Commerce ,Hindu,,Not Known,Unmarried,Not Known,Not Known,images/Omkar_Kapoor.jpg
Nandish Sandhu,Nandish Sandhu,25 December 1981,,183 cm,77 kg,Dark Brown,Black,Capricorn,Dholpur_Rajasthan_India,Indian ,Degree in Hotel Management,Sikh ,,Dancing_riding_photography_swimming_travelling_cooking_gaming_playing cricket,Divorced,,,images/Nandish_Sandhu.jpg
Nisha Agarwal,Nisha Agarwal,18 October 1989,, 161 cm, 52 kg,Black,Black,Libra,Mumbai_Maharashtra_India,Indian,,Hindu,,Listening to music_watching movies_dancing_travelling,Married,,,images/Nisha_Agarwal.jpg
Nikki Galrani,Nikki Galrani,3 January 1993 (Sunday), 27 Years,165 cm,,Brown,Black,Capricorn,Bangalore_Karnataka,Indian,A Course in Fashion Designing,Hinduism,Non-Vegetarian,Swimming_Travelling_Reading Books_Watching Movies_Exploring New Restaurants,Unmarried,She takes around Rs. 10 to 18 Lakhs for a film. ,,images/Nikki_Galrani.jpg
"Nimmi Age,","Nimmi Age,",18 February 1933,,157 cm,60 kg,hazel,White,Pisces,Mumbai, Indian,Course in Acting,Islam,,Listening to Music,Married,,,"images/Nimmi_Age,.jpg"
Nawazuddin Siddiqui,Nawazuddin Siddiqui,19 May 1974,,168 cm,,Dark Brown,Black,Taurus,Budhana_Muzaffarnagar_Uttar Pradesh_India,Indian,Bachelor of Science in Chemistry,"Islam,
,
, He considers himself not just a Muslim, but a bit of all religions. ",Non-Vegetarian,Flying Kites_Watching Films_Farming,Married,,,images/Nawazuddin_Siddiqui.jpg
Naseeruddin Shah,Naseeruddin Shah,20 July 1949,,170 cm,71 kg,Dark Brown,White,Leo,Barabanki_Uttar Pradesh_India,Indian,Graduate in Arts,Islam,,Playing Tennis_Reading,Married,,,images/Naseeruddin_Shah.jpg
Navdeep (Actor),Navdeep Pallapolu,26 January 1986,, 175 cm, 75 kg,Hazel,Black,Aquarius,Hyderabad_Telangana_India,Indian,Not Known,Hinduism,,Reading books_driving,Unmarried,,,images/Navdeep_(Actor).jpg
Neil Nitin,Neil Nitin,15 January 1982,,172 cm,69 kg,Dark brown,Brown,Capricorn,Mumbai_Maharashtra_India,Indian ,Bachelor of Commerce,Hinduism,,Singing and playing piano,Married,Not Known,Not Known,images/Neil_Nitin.jpg
Naresh Agarwal,Naresh Chandra Agarwal,1 October 1951,,,,Black,Salt and Pepper,Libra,Hardoi district_Uttar Pradesh_India,Indian,"B.Sc. from Lucknow University, Lucknow,
LL.B. from Lucknow University, Lucknow",Hinduism,,Playing Cricket and Hockey,Married,,₹3 Crore,images/Naresh_Agarwal.jpg
Nassar (Actor),Nassar (Actor),5 March 1958,, 173 cm, 75 kg ,Brown,Salt & Pepper,Pisces,Chennai_Tamil Nadu_India,Indian,,Islam,,Singing,Married,,,images/Nassar_(Actor).jpg
Nana Patekar,Nana Patekar,1 January 1951,,170 cm,70 kg,Dark Brown,Salt & Pepper,Capricorn,Mumbai_Maharashtra_India,Indian,A Commercial Arts diploma from J J School of Arts,Agnostic,Non-Vegetarian,Cooking_Doing Philanthropy,Separated,₹4 Crore/Film,Not Known,images/Nana_Patekar.jpg
Nani (Actor),Nani (Actor),24 February 1984,, 175 cm,65 kg ,Dark Brown,Black,Pisces,Hyderabad_Telangana_India,Indian,,Hinduism,,Travelling,Married,₹6 crore/film,Not Known,images/Nani_(Actor).jpg
Narain (Actor),Narain (Actor),7 October 1979,, 173 cm, 62 kg ,Black,Black,Libra,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Reading books,Married,,,images/Narain_(Actor).jpg
Nikita Anand,Nikita Anand,24 November 1983,,170 cm,55 kg,Dark Brown,Black,Sagittarius,Jalandhar_Punjab_India,Indian,Graduate,Sikhism,,Collecting Watches_Shopping_Travelling,Unmarried,,,images/Nikita_Anand.jpg
Nikesha Patel,Nikesha Patel,20 July 2019 (Friday),,170 cm,,Black,Black,Cancer,Cardiff_Wales,British,"• Graduate in Psychology,
• Diploma in Acting",,,Dancing_Watching movies,Unmarried,,,images/Nikesha_Patel.jpg
Niki Aneja,Niki Aneja,26 September 1972,, 160 cm, 55 kg,Brown,Black,Libra,Mumbai_Maharashtra_India,Indian,,Hinduism,,Not Known,Married,,,images/Niki_Aneja.jpg
Nidhhi Agerwal,Nidhhi Agerwal,17 August 1993,, 170 cm, 55 kg,Brown,Black,Leo,Bangalore_Karnataka_India,Indian,,Hinduism,,Dancing_painting_horse-riding_playing tennis,Unmarried,,,images/Nidhhi_Agerwal.jpg
Nidhi Subbaiah,Nidhi Subbaiah,16 February 1985,,165 cm,54 kg,Dark Brown,Black (sports dyed brown colour though),Aquarius,Mysore_Karnataka,Indian,Civil Engineering Drop-out,Hinduism,,Reading_Riding Motorbikes,Married,,,images/Nidhi_Subbaiah.jpg
Niharika Singh,Niharika Singh,31 August 1982,,170 cm,55 kg,Dark Brown,Black,Virgo,Dehradun_Uttarathand_India,Indian,Dropout - B.Com (Hons.),Hinduism,,Travelling_Cooking_Reading,Unmarried,,,images/Niharika_Singh.jpg
Nagesh Bhosle,Nagesh Bhosle,7 August 1960,,175 cm,75 kg,Dark Brown,Black,Leo,Nagpur_Maharashtra_India,Indian,Graduate,Hinduism,,Travelling_Singing_Watching Films_Writing,Married,,,images/Nagesh_Bhosle.jpg
Naga Chaitanya,Naga Chaitanya,3 November 1986,,175 cm,74 kg,Black,Black,Sagittarius,Chennai_Tamil Nadu_India,Indian,Bachelor of Commerce,Hinduism,,Playing Keyboard & Bass Guitar_Travelling,Married,,,images/Naga_Chaitanya.jpg
Neethusha Cherckal,Neethusha Cherckal,6 July,,168 cm,55 kg,Dark Brown,Black-Brown (Dyed),Cancer,Bangalore_Karnataka,Indian,Graduate in Computer Science,Hinduism,,Reading_Dancing,Unmarried,,,images/Neethusha_Cherckal.jpg
Neetu Chandra,Neetu Chandra,20 June 1984,,168 cm,55 kg,Brown,Black,Gemini,Patna_Bihar_India,Indian,Graduate,Hinduism,,Swimming_Dancing,Unmarried,,,images/Neetu_Chandra.jpg
Neetu Singh,Neetu Singh,8 July 1958,,165 cm,54 kg,Dark Brown,Black,Cancer,Mumbai_Maharashtra_India,Indian ,N/A,Sikhism,,Cooking_workout_yoga_meditation,Married ,,$40 million,images/Neetu_Singh.jpg
Neha Bamb,Neha Bamb,9 May 1985,,163 cm,55 kg,Black,Black,Taurus,Mumbai_India,Indian,"Bachelor of Commerce,
Diploma in Acting",Hinduism,,Reading_Cooking,Married,,,images/Neha_Bamb.jpg
Neha Dhupia,Neha Dhupia,27 August 1980 (Wednesday),,168 cm,,Dark Brown,Brown,Virgo,Kochi_Kerala,Indian,Graduation in History,Sikhism,"Vegetarian (Earlier, she used to be non-vegetarian)",Shopping_Doing Yoga_Travelling_and Reading,Married,,,images/Neha_Dhupia.jpg
Neha Khan,Neha Khan,13 August 1995,,163 cm,54 Kg,Dark Brown,Black,Leo,Amravati_Maharashtra,Indian,Not Known,Islam,,Gymming,Unmarried,Not Known,Not Known,images/Neha_Khan.jpg
Neha Sharma,Neha Sharma,21 November 1987 ,,166 cm,56 Kg,Dark Brown,Black,Scorpio,Bhagalpur_Bihar_India,Indian,Fashion Designer,Hindu,,Cooking_reading and playing with her dog,Unmarried,1 Crore/ film (INR),10 Crore (INR),images/Neha_Sharma.jpg
Neeru Bajwa,Neeru Bajwa,26 August 1980,,165 cm,56 Kg,Brown,Black,Virgo,Vancouver_British Columbia_Canada,Indian,N/A,Sikhism,,Dancing,Married ,70 Lakh/film (INR),$15 million,images/Neeru_Bajwa.jpg
Neena Gupta,Neena Gupta,4 June 1959 (Thursday),,161 cm,,Black,Black,Gemini,Delhi,Indian,"• M. A. ,
• M. Phil in Sanskrit ",Hinduism ,Vegetarian ,Reading and Travelling,Married,,,images/Neena_Gupta.jpg
Neena Kulkarni,Neena Kulkarni,15 August 1955 (Wednesday),,165 cm,,Dark Brown,Salt & Pepper,Leo,Pune_Maharashtra,Indian,Graduation in Arts ,,"Non-Vegetarian,
",Reading and Listening to Music,Widowed,,,images/Neena_Kulkarni.jpg
Mukul Dev,Mukul Dev Kaushal,30 November 1970,,173 cm,70 kg,Dark Brown,Dark Brown,Sagittarius,Delhi_India,Indian,Certificate in Aeronautics,Hinduism,Non-Vegetarian,Listening to Music_Horse-riding_Travelling_Watching Movies_Hanging out,Divorced,,,images/Mukul_Dev.jpg
Mohit Raina,Mohit Raina,14 August 1982,,180 cm,78 kg,Brown,Black,Leo,Kashmir_India,Indian ,Bachelor of Commerce,Hinduism,,Meditation_Playing Snooker_Reading_Gymming,Unmarried,₹1 lakh/day ,,images/Mohit_Raina.jpg
Mukesh Ambani,Mukesh Dhirubhai Ambani,19 April 1957,63 Years,169 cm,,Dark Brown,Black,Aries,Mumbai_India,Indian ,"BE degree in Chemical Engineering,
MBA from Stanford University (discontinued)",Hinduism,,Reading_Hanging out with friends_Watching movies_Jungle adventure_Listening to old Hindi songs_swimming_doing long-walks,Married,,$49.2 billion (as in 2020) ,images/Mukesh_Ambani.jpg
Mukesh Khanna,Mukesh Khanna,19 June 1958 (Thursday),,185 cm,,Black,Salt & Pepper,Gemini,Mumbai_India,Indian,"• B.Sc.,
• Master of Laws,
• An acting course from the FTII",Hinduism,,,Unmarried,,,images/Mukesh_Khanna.jpg
Navya Nair,Navya Nair,14 October 1985,,-165 cm,-60 kg,Dark Brown,Black,Libra,Cheppad_Alleppy District_Kerala_India,Indian,,Hinduism,,Dancing,Married,,,images/Navya_Nair.jpg
Nauheed Cyrusi,Nauheed Cyrusi,19 October 1982,,165 cm,-60 kg,Brown,Dark Brown,Libra,Ireland,Indian ,M. Com,Zoroastrianism,,Travelling,Married,,,images/Nauheed_Cyrusi.jpg
"Nayanthara Height,","Nayanthara Height,",18 November 1984,,165 cm,53 Kg,Black,Black,Scorpio,"Tiruvalla,Kerala_India",Indian,Bachelor of Arts in English Literature,Hindu,,Reading_long driving and listening music,Unmarried,3 crores/film (INR),$10 million,"images/Nayanthara_Height,.jpg"
